Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
2007,Sacramento,91,Prevention Quality Acute Composite,"5,314","1,020,852",520.5,588,,,,,,
2008,Sacramento,91,Prevention Quality Acute Composite,"5,109","1,032,542",494.8,553.6,,,,,,
2009,Sacramento,91,Prevention Quality Acute Composite,"4,525","1,046,094",432.6,480.2,,,,,,
2010,Sacramento,91,Prevention Quality Acute Composite,"4,241","1,058,518",400.7,441.2,,,,,,
2011,Sacramento,91,Prevention Quality Acute Composite,"3,650","1,075,584",339.4,369.7,,,,,,
2012,Sacramento,91,Prevention Quality Acute Composite,"3,172","1,052,498",301.4,316.6,,,,,,
2013,Sacramento,91,Prevention Quality Acute Composite,"3,336","1,066,996",312.7,324.6,,,,,,
2014,Sacramento,91,Prevention Quality Acute Composite,"3,478","1,102,714",315.4,334.6,,,,,,
2015,Sacramento,91,Prevention Quality Acute Composite,"2,781","812,828",342.1,344.4,,,,,,
2016,Sacramento,91,Acute Composite,,,,,"2,188","1,147,725",190.6,226.6,,
2017,Sacramento,91,Acute Composite,,,,,"1,807","1,163,101",155.4,183.1,,
2018,Sacramento,91,Acute Composite,,,,,"1,752","1,175,207",149.1,174.1,,
2019,Sacramento,91,Acute Composite,,,,,"1,770","1,187,953",149,172.5,,
2020,Sacramento,91,Acute Composite,,,,,"1,350","1,219,067",110.7,128.5,,
2021,Sacramento,91,Acute Composite,,,,,"1,349","1,224,233",110.2,126.9,,
2022,Sacramento,91,Acute Composite,,,,,"1,616","1,225,015",131.9,149.3,,
2023,Sacramento,91,Acute Composite,,,,,"1,997","1,226,535",162.8,167.1,,
2024,Sacramento,91,Acute Composite,,,,,"2,351","1,250,922",187.9,204.5,,
2005,San Benito,91,Prevention Quality Acute Composite,200,"38,212",523.4,670.1,,,,,,
2006,San Benito,91,Prevention Quality Acute Composite,207,"37,946",545.5,683,,,,,,
2007,San Benito,91,Prevention Quality Acute Composite,198,"37,962",521.6,641.7,,,,,,
2008,San Benito,91,Prevention Quality Acute Composite,172,"38,262",449.5,544.5,,,,,,
2009,San Benito,91,Prevention Quality Acute Composite,206,"38,665",532.8,636.8,,,,,,
2010,San Benito,91,Prevention Quality Acute Composite,222,"39,605",560.5,665.4,,,,,,
2011,San Benito,91,Prevention Quality Acute Composite,197,"40,266",489.2,571.5,,,,,,
2012,San Benito,91,Prevention Quality Acute Composite,183,"41,405",442,511.4,,,,,,
2013,San Benito,91,Prevention Quality Acute Composite,202,"42,194",478.7,545.9,,,,,,
2014,San Benito,91,Prevention Quality Acute Composite,154,"41,257",373.3,420.5,,,,,,
2015,San Benito,91,Prevention Quality Acute Composite,135,"33,017",408.9,453.5,,,,,,
2016,San Benito,91,Acute Composite,,,,,121,"43,752",276.6,456.4,,
2017,San Benito,91,Acute Composite,,,,,122,"44,628",273.4,450.1,,
2018,San Benito,91,Acute Composite,,,,,122,"45,599",267.5,439.9,,
2019,San Benito,91,Acute Composite,,,,,94,"46,798",200.9,326.3,,
2020,San Benito,91,Acute Composite,,,,,64,"48,106",133,218.1,,
2021,San Benito,91,Acute Composite,,,,,73,"49,790",146.6,242,,
2022,San Benito,91,Acute Composite,,,,,85,"50,683",167.7,273.4,,
2023,San Benito,91,Acute Composite,,,,,77,"51,135",150.6,200.4,,
2024,San Benito,91,Acute Composite,,,,,96,"52,121",184.2,259.2,,
2005,San Bernardino,91,Prevention Quality Acute Composite,"8,241","1,347,408",611.6,820.2,,,,,,
2006,San Bernardino,91,Prevention Quality Acute Composite,"7,034","1,373,516",512.1,686.1,,,,,,
2007,San Bernardino,91,Prevention Quality Acute Composite,"7,129","1,390,849",512.6,682.4,,,,,,
2008,San Bernardino,91,Prevention Quality Acute Composite,"7,244","1,405,191",515.5,677.4,,,,,,
2009,San Bernardino,91,Prevention Quality Acute Composite,"6,907","1,420,975",486.1,629.8,,,,,,
2010,San Bernardino,91,Prevention Quality Acute Composite,"6,564","1,447,189",453.6,581.4,,,,,,
2011,San Bernardino,91,Prevention Quality Acute Composite,"6,754","1,474,036",458.2,581.8,,,,,,
2012,San Bernardino,91,Prevention Quality Acute Composite,"6,390","1,428,592",447.3,542.2,,,,,,
2013,San Bernardino,91,Prevention Quality Acute Composite,"6,363","1,446,673",439.8,525.2,,,,,,
2014,San Bernardino,91,Prevention Quality Acute Composite,"5,950","1,521,005",391.2,484,,,,,,
2015,San Bernardino,91,Prevention Quality Acute Composite,"4,408","1,099,744",400.8,461,,,,,,
2016,San Bernardino,91,Acute Composite,,,,,"4,090","1,558,038",262.5,337,,
2017,San Bernardino,91,Acute Composite,,,,,"3,444","1,577,430",218.3,277.1,,
2018,San Bernardino,91,Acute Composite,,,,,"3,434","1,594,421",215.4,270.1,,
2019,San Bernardino,91,Acute Composite,,,,,"3,627","1,607,856",225.6,279.2,,
2020,San Bernardino,91,Acute Composite,,,,,"2,868","1,616,879",177.4,221.2,,
2021,San Bernardino,91,Acute Composite,,,,,"2,453","1,630,166",150.5,187.4,,
2022,San Bernardino,91,Acute Composite,,,,,"2,976","1,635,914",181.9,223.9,,
2023,San Bernardino,91,Acute Composite,,,,,"3,708","1,641,803",225.8,269.1,,
2024,San Bernardino,91,Acute Composite,,,,,"3,729","1,665,133",223.9,260.4,,
2005,San Diego,91,Prevention Quality Acute Composite,"10,149","2,214,544",458.3,524.2,,,,,,
2006,San Diego,91,Prevention Quality Acute Composite,"9,772","2,229,606",438.3,499.1,,,,,,
2007,San Diego,91,Prevention Quality Acute Composite,"10,615","2,257,236",470.3,530.7,,,,,,
2008,San Diego,91,Prevention Quality Acute Composite,"10,591","2,296,616",461.2,516.4,,,,,,
2009,San Diego,91,Prevention Quality Acute Composite,"10,495","2,332,413",450,500.8,,,,,,
2010,San Diego,91,Prevention Quality Acute Composite,"10,070","2,372,232",424.5,470.1,,,,,,
2011,San Diego,91,Prevention Quality Acute Composite,"9,978","2,407,960",414.4,456,,,,,,
2012,San Diego,91,Prevention Quality Acute Composite,"9,520","2,359,002",403.6,429.1,,,,,,
2013,San Diego,91,Prevention Quality Acute Composite,"9,054","2,394,181",378.2,398.7,,,,,,
2014,San Diego,91,Prevention Quality Acute Composite,"8,594","2,438,827",352.4,376.3,,,,,,
2015,San Diego,91,Prevention Quality Acute Composite,"6,301","1,829,497",344.4,353.6,,,,,,
2016,San Diego,91,Acute Composite,,,,,"5,338","2,578,429",207,286.4,,
2017,San Diego,91,Acute Composite,,,,,"4,381","2,594,503",168.9,230.8,,
2018,San Diego,91,Acute Composite,,,,,"4,133","2,613,158",158.2,213.8,,
2019,San Diego,91,Acute Composite,,,,,"4,444","2,617,719",169.8,226.3,,
2020,San Diego,91,Acute Composite,,,,,"3,254","2,596,212",125.3,167.5,,
2021,San Diego,91,Acute Composite,,,,,"3,075","2,586,078",118.9,157.1,,
2022,San Diego,91,Acute Composite,,,,,"3,566","2,596,582",137.3,179.1,,
2023,San Diego,91,Acute Composite,,,,,"4,066","2,594,848",156.7,183.8,,
2024,San Diego,91,Acute Composite,,,,,"4,779","2,627,206",181.9,218.8,,
2005,San Francisco,91,Prevention Quality Acute Composite,"3,572","655,221",545.2,578.1,,,,,,
2006,San Francisco,91,Prevention Quality Acute Composite,"3,171","661,295",479.5,510.1,,,,,,
2007,San Francisco,91,Prevention Quality Acute Composite,"3,495","670,554",521.2,554,,,,,,
2008,San Francisco,91,Prevention Quality Acute Composite,"3,449","682,007",505.7,538.5,,,,,,
2009,San Francisco,91,Prevention Quality Acute Composite,"3,024","691,485",437.3,466,,,,,,
2010,San Francisco,91,Prevention Quality Acute Composite,"2,874","694,816",413.6,436.2,,,,,,
2011,San Francisco,91,Prevention Quality Acute Composite,"2,648","701,321",377.6,396,,,,,,
2012,San Francisco,91,Prevention Quality Acute Composite,"2,363","704,148",335.6,349,,,,,,
2013,San Francisco,91,Prevention Quality Acute Composite,"2,290","712,976",321.2,332.2,,,,,,
2014,San Francisco,91,Prevention Quality Acute Composite,"2,023","709,035",285.3,294.1,,,,,,
2015,San Francisco,91,Prevention Quality Acute Composite,"1,513","548,383",275.9,283.1,,,,,,
2016,San Francisco,91,Acute Composite,,,,,"1,360","754,286",180.3,240.6,,
2017,San Francisco,91,Acute Composite,,,,,"1,043","759,469",137.3,181.8,,
2018,San Francisco,91,Acute Composite,,,,,"1,060","761,819",139.1,182.4,,
2019,San Francisco,91,Acute Composite,,,,,958,"761,456",125.8,162.6,,
2020,San Francisco,91,Acute Composite,,,,,676,"753,211",89.7,115.6,,
2021,San Francisco,91,Acute Composite,,,,,559,"698,408",80,96.2,,
2022,San Francisco,91,Acute Composite,,,,,639,"697,737",91.6,108.4,,
2023,San Francisco,91,Acute Composite,,,,,903,"698,599",129.3,123.3,,
2024,San Francisco,91,Acute Composite,,,,,952,"715,769",133,147.8,,
2005,San Joaquin,91,Prevention Quality Acute Composite,"3,039","458,859",662.3,780,,,,,,
2006,San Joaquin,91,Prevention Quality Acute Composite,"2,917","463,522",629.3,739,,,,,,
2007,San Joaquin,91,Prevention Quality Acute Composite,"2,883","468,057",616,716.3,,,,,,
2008,San Joaquin,91,Prevention Quality Acute Composite,"2,909","471,774",616.6,711.2,,,,,,
2009,San Joaquin,91,Prevention Quality Acute Composite,"2,797","478,055",585.1,668.6,,,,,,
2010,San Joaquin,91,Prevention Quality Acute Composite,"2,841","486,701",583.7,662.3,,,,,,
2011,San Joaquin,91,Prevention Quality Acute Composite,"2,614","495,680",527.4,594.1,,,,,,
2012,San Joaquin,91,Prevention Quality Acute Composite,"2,506","482,094",519.8,563.2,,,,,,
2013,San Joaquin,91,Prevention Quality Acute Composite,"2,430","486,694",499.3,534.2,,,,,,
2014,San Joaquin,91,Prevention Quality Acute Composite,"2,292","510,294",449.2,496.4,,,,,,
2015,San Joaquin,91,Prevention Quality Acute Composite,"1,801","370,942",485.5,503.8,,,,,,
2016,San Joaquin,91,Acute Composite,,,,,"1,209","531,056",227.7,264.1,,
2017,San Joaquin,91,Acute Composite,,,,,"1,074","539,928",198.9,229.3,,
2018,San Joaquin,91,Acute Composite,,,,,980,"548,488",178.7,204.3,,
2019,San Joaquin,91,Acute Composite,,,,,"1,034","557,068",185.6,210.7,,
2020,San Joaquin,91,Acute Composite,,,,,812,"572,510",141.8,162,,
2021,San Joaquin,91,Acute Composite,,,,,645,"580,225",111.2,127,,
2022,San Joaquin,91,Acute Composite,,,,,801,"586,031",136.7,154.6,,
2023,San Joaquin,91,Acute Composite,,,,,988,"593,491",166.5,183.6,,
2024,San Joaquin,91,Acute Composite,,,,,"1,088","609,323",178.6,192.8,,
2005,San Luis Obispo,91,Prevention Quality Acute Composite,969,"203,693",475.7,466.5,,,,,,
2006,San Luis Obispo,91,Prevention Quality Acute Composite,938,"205,958",455.4,444,,,,,,
2007,San Luis Obispo,91,Prevention Quality Acute Composite,"1,046","208,250",502.3,483.2,,,,,,
2008,San Luis Obispo,91,Prevention Quality Acute Composite,"1,075","211,458",508.4,485.2,,,,,,
2009,San Luis Obispo,91,Prevention Quality Acute Composite,958,"213,363",449,423.6,,,,,,
2010,San Luis Obispo,91,Prevention Quality Acute Composite,900,"215,558",417.5,391,,,,,,
2011,San Luis Obispo,91,Prevention Quality Acute Composite,854,"216,909",393.7,363.1,,,,,,
2012,San Luis Obispo,91,Prevention Quality Acute Composite,725,"212,867",340.6,304.9,,,,,,
2013,San Luis Obispo,91,Prevention Quality Acute Composite,686,"214,971",319.1,281.7,,,,,,
2014,San Luis Obispo,91,Prevention Quality Acute Composite,590,"220,837",267.2,239.4,,,,,,
2015,San Luis Obispo,91,Prevention Quality Acute Composite,537,"162,048",331.4,283,,,,,,
2016,San Luis Obispo,91,Acute Composite,,,,,553,"231,170",239.2,273.5,,
2017,San Luis Obispo,91,Acute Composite,,,,,466,"232,214",200.7,226.6,,
2018,San Luis Obispo,91,Acute Composite,,,,,487,"233,392",208.7,232.8,,
2019,San Luis Obispo,91,Acute Composite,,,,,432,"233,238",185.2,203.2,,
2020,San Luis Obispo,91,Acute Composite,,,,,313,"232,664",134.5,147.2,,
2021,San Luis Obispo,91,Acute Composite,,,,,270,"230,595",117.1,125.5,,
2022,San Luis Obispo,91,Acute Composite,,,,,314,"234,072",134.1,142.3,,
2023,San Luis Obispo,91,Acute Composite,,,,,455,"233,172",195.1,165,,
2024,San Luis Obispo,91,Acute Composite,,,,,416,"233,591",178.1,157.8,,
2005,San Mateo,91,Prevention Quality Acute Composite,"2,321","535,835",433.2,441,,,,,,
2006,San Mateo,91,Prevention Quality Acute Composite,"2,083","536,688",388.1,392.6,,,,,,
2007,San Mateo,91,Prevention Quality Acute Composite,"2,278","540,450",421.5,423,,,,,,
2008,San Mateo,91,Prevention Quality Acute Composite,"2,353","548,333",429.1,429.2,,,,,,
2009,San Mateo,91,Prevention Quality Acute Composite,"2,201","556,343",395.6,394.4,,,,,,
2010,San Mateo,91,Prevention Quality Acute Composite,"2,120","561,671",377.4,373.3,,,,,,
2011,San Mateo,91,Prevention Quality Acute Composite,"1,770","567,914",311.7,305.6,,,,,,
2012,San Mateo,91,Prevention Quality Acute Composite,"1,540","563,760",273.2,261.3,,,,,,
2013,San Mateo,91,Prevention Quality Acute Composite,"1,719","572,187",300.4,286.4,,,,,,
2014,San Mateo,91,Prevention Quality Acute Composite,"1,435","567,038",253.1,239.8,,,,,,
2015,San Mateo,91,Prevention Quality Acute Composite,"1,064","438,734",242.5,226.9,,,,,,
2016,San Mateo,91,Acute Composite,,,,,851,"606,370",140.3,221.9,,
2017,San Mateo,91,Acute Composite,,,,,769,"609,125",126.2,197.8,,
2018,San Mateo,91,Acute Composite,,,,,615,"611,107",100.6,155.7,,
2019,San Mateo,91,Acute Composite,,,,,653,"610,464",107,163.1,,
2020,San Mateo,91,Acute Composite,,,,,421,"610,380",69,106,,
2021,San Mateo,91,Acute Composite,,,,,442,"594,122",74.4,110.7,,
2022,San Mateo,91,Acute Composite,,,,,503,"588,683",85.4,123.7,,
2023,San Mateo,91,Acute Composite,,,,,665,"587,135",113.3,130.7,,
2024,San Mateo,91,Acute Composite,,,,,714,"602,707",118.5,134,,
2005,Santa Barbara,91,Prevention Quality Acute Composite,"1,428","306,606",465.7,482.2,,,,,,
2006,Santa Barbara,91,Prevention Quality Acute Composite,"1,462","307,420",475.6,489,,,,,,
2007,Santa Barbara,91,Prevention Quality Acute Composite,"1,396","310,281",449.9,458.5,,,,,,
2008,Santa Barbara,91,Prevention Quality Acute Composite,"1,291","314,006",411.1,415.7,,,,,,
2009,Santa Barbara,91,Prevention Quality Acute Composite,"1,131","317,734",356,358.8,,,,,,
2010,Santa Barbara,91,Prevention Quality Acute Composite,"1,096","321,346",341.1,342.8,,,,,,
2011,Santa Barbara,91,Prevention Quality Acute Composite,"1,058","323,344",327.2,326.4,,,,,,
2012,Santa Barbara,91,Prevention Quality Acute Composite,"1,078","314,909",342.3,329.4,,,,,,
2013,Santa Barbara,91,Prevention Quality Acute Composite,"1,089","319,459",340.9,325.9,,,,,,
2014,Santa Barbara,91,Prevention Quality Acute Composite,"1,003","324,453",309.1,299.4,,,,,,
2015,Santa Barbara,91,Prevention Quality Acute Composite,679,"241,070",281.7,262.3,,,,,,
2016,Santa Barbara,91,Acute Composite,,,,,562,"344,335",163.2,208.7,,
2017,Santa Barbara,91,Acute Composite,,,,,479,"345,601",138.6,175.7,,
2018,Santa Barbara,91,Acute Composite,,,,,433,"346,133",125.1,157.2,,
2019,Santa Barbara,91,Acute Composite,,,,,389,"346,808",112.2,139.4,,
2020,Santa Barbara,91,Acute Composite,,,,,291,"349,310",83.3,102.9,,
2021,Santa Barbara,91,Acute Composite,,,,,326,"339,478",96,115.1,,
2022,Santa Barbara,91,Acute Composite,,,,,350,"346,432",101,121.8,,
2023,Santa Barbara,91,Acute Composite,,,,,473,"343,138",137.8,111.7,,
2024,Santa Barbara,91,Acute Composite,,,,,506,"345,929",146.3,156.3,,
2005,Santa Clara,91,Prevention Quality Acute Composite,"5,579","1,267,009",440.3,531.5,,,,,,
2006,Santa Clara,91,Prevention Quality Acute Composite,"5,302","1,280,352",414.1,494.1,,,,,,
2007,Santa Clara,91,Prevention Quality Acute Composite,"5,341","1,297,418",411.7,485.6,,,,,,
2008,Santa Clara,91,Prevention Quality Acute Composite,"5,265","1,319,407",399,466.2,,,,,,
2009,Santa Clara,91,Prevention Quality Acute Composite,"4,827","1,339,490",360.4,416.2,,,,,,
2010,Santa Clara,91,Prevention Quality Acute Composite,"4,473","1,357,407",329.5,375.7,,,,,,
2011,Santa Clara,91,Prevention Quality Acute Composite,"3,939","1,377,352",286,321.3,,,,,,
2012,Santa Clara,91,Prevention Quality Acute Composite,"3,657","1,358,776",269.1,292.5,,,,,,
2013,Santa Clara,91,Prevention Quality Acute Composite,"3,786","1,383,328",273.7,294.1,,,,,,
2014,Santa Clara,91,Prevention Quality Acute Composite,"3,451","1,385,342",249.1,267.7,,,,,,
2015,Santa Clara,91,Prevention Quality Acute Composite,"2,899","1,063,381",272.6,284.3,,,,,,
2016,Santa Clara,91,Acute Composite,,,,,"2,715","1,493,296",181.8,325.3,,
2017,Santa Clara,91,Acute Composite,,,,,"2,216","1,501,944",147.5,260.3,,
2018,Santa Clara,91,Acute Composite,,,,,"1,963","1,508,214",130.2,226.4,,
2019,Santa Clara,91,Acute Composite,,,,,"1,899","1,507,624",126,215.6,,
2020,Santa Clara,91,Acute Composite,,,,,"1,339","1,520,713",88.1,151.5,,
2021,Santa Clara,91,Acute Composite,,,,,"1,317","1,493,505",88.2,147.7,,
2022,Santa Clara,91,Acute Composite,,,,,"1,666","1,490,785",111.8,183.6,,
2023,Santa Clara,91,Acute Composite,,,,,"2,013","1,503,217",133.9,177,,
2024,Santa Clara,91,Acute Composite,,,,,"2,317","1,552,491",149.2,193.8,,
2005,Santa Cruz,91,Prevention Quality Acute Composite,792,"193,146",410.1,476.8,,,,,,
2006,Santa Cruz,91,Prevention Quality Acute Composite,768,"193,902",396.1,456.5,,,,,,
2007,Santa Cruz,91,Prevention Quality Acute Composite,923,"195,548",472,536.4,,,,,,
2008,Santa Cruz,91,Prevention Quality Acute Composite,914,"198,374",460.7,518.8,,,,,,
2009,Santa Cruz,91,Prevention Quality Acute Composite,690,"201,450",342.5,382.4,,,,,,
2010,Santa Cruz,91,Prevention Quality Acute Composite,733,"204,228",358.9,399.2,,,,,,
2011,Santa Cruz,91,Prevention Quality Acute Composite,825,"205,429",401.6,438.9,,,,,,
2012,Santa Cruz,91,Prevention Quality Acute Composite,676,"200,670",336.9,357.4,,,,,,
2013,Santa Cruz,91,Prevention Quality Acute Composite,653,"203,323",321.2,335.6,,,,,,
2014,Santa Cruz,91,Prevention Quality Acute Composite,681,"204,815",332.5,351.2,,,,,,
2015,Santa Cruz,91,Prevention Quality Acute Composite,558,"153,534",363.4,366.8,,,,,,
2016,Santa Cruz,91,Acute Composite,,,,,462,"220,533",209.5,281.6,,
2017,Santa Cruz,91,Acute Composite,,,,,462,"221,467",208.6,275.7,,
2018,Santa Cruz,91,Acute Composite,,,,,389,"221,191",175.9,227.3,,
2019,Santa Cruz,91,Acute Composite,,,,,360,"221,177",162.8,205.5,,
2020,Santa Cruz,91,Acute Composite,,,,,235,"219,748",106.9,133.8,,
2021,Santa Cruz,91,Acute Composite,,,,,229,"211,376",108.3,128.9,,
2022,Santa Cruz,91,Acute Composite,,,,,230,"216,642",106.2,126.3,,
2023,Santa Cruz,91,Acute Composite,,,,,329,"214,446",153.4,164.2,,
2024,Santa Cruz,91,Acute Composite,,,,,367,"216,210",169.7,155,,
2005,Shasta,91,Prevention Quality Acute Composite,"1,100","133,597",823.4,755.2,,,,,,
2006,Shasta,91,Prevention Quality Acute Composite,"1,132","134,702",840.4,767.5,,,,,,
2007,Shasta,91,Prevention Quality Acute Composite,"1,172","135,409",865.5,783.7,,,,,,
2008,Shasta,91,Prevention Quality Acute Composite,"1,084","136,355",795,714.3,,,,,,
2009,Shasta,91,Prevention Quality Acute Composite,874,"137,066",637.6,567.3,,,,,,
2010,Shasta,91,Prevention Quality Acute Composite,968,"137,755",702.7,617.3,,,,,,
2011,Shasta,91,Prevention Quality Acute Composite,"1,094","138,865",787.8,687.2,,,,,,
2012,Shasta,91,Prevention Quality Acute Composite,"1,028","137,373",748.3,633.9,,,,,,
2013,Shasta,91,Prevention Quality Acute Composite,928,"138,135",671.8,563.6,,,,,,
2014,Shasta,91,Prevention Quality Acute Composite,877,"142,262",616.5,524.5,,,,,,
2015,Shasta,91,Prevention Quality Acute Composite,611,"104,057",587.2,478.5,,,,,,
2016,Shasta,91,Acute Composite,,,,,522,"139,962",373,329.2,,
2017,Shasta,91,Acute Composite,,,,,328,"140,641",233.2,204.7,,
2018,Shasta,91,Acute Composite,,,,,375,"141,047",265.9,231,,
2019,Shasta,91,Acute Composite,,,,,412,"140,906",292.4,252.5,,
2020,Shasta,91,Acute Composite,,,,,342,"142,704",239.7,207,,
2021,Shasta,91,Acute Composite,,,,,324,"142,767",226.9,195.9,,
2022,Shasta,91,Acute Composite,,,,,332,"142,098",233.6,199.1,,
2023,Shasta,91,Acute Composite,,,,,461,"141,552",325.7,286.4,,
2024,Shasta,91,Acute Composite,,,,,374,"142,665",262.2,241.6,,
2005,Sierra,91,Prevention Quality Acute Composite,15,"2,725",550.5,460.7,,,,,,
2006,Sierra,91,Prevention Quality Acute Composite,18,"2,774",648.9,555.2,,,,,,
2007,Sierra,91,Prevention Quality Acute Composite,10,"2,756",362.8,309.8,,,,,,
2008,Sierra,91,Prevention Quality Acute Composite,14,"2,742",510.6,438.4,,,,,,
2009,Sierra,91,Prevention Quality Acute Composite,19,"2,687",707.1,584.1,,,,,,
2010,Sierra,91,Prevention Quality Acute Composite,9,"2,692",334.3,276.9,,,,,,
2011,Sierra,91,Prevention Quality Acute Composite,18,"2,613",688.9,562,,,,,,
2012,Sierra,91,Prevention Quality Acute Composite,16,"4,609",347.1,430.2,,,,,,
2013,Sierra,91,Prevention Quality Acute Composite,13,"4,566",284.7,343.3,,,,,,
2014,Sierra,91,Prevention Quality Acute Composite,16,"3,692",433.4,459,,,,,,
2015,Sierra,91,Prevention Quality Acute Composite,7,"4,137",169.2,226.5,,,,,,
