Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc,count,population,obs_rate,risk_adj_rate,outcome_rate,county_upper,fips5
2019,Glenn,16,Lower-Extremity Amputation (Diabetes),,,,,8.0,20882.0,38.3,35.8,,,8.0,20882.0,38.3,35.8,35.8,GLENN,06021
2020,Glenn,16,Lower-Extremity Amputation (Diabetes),,,,,8.0,21187.0,37.8,35.0,,,8.0,21187.0,37.8,35.0,35.0,GLENN,06021
2021,Glenn,16,Lower-Extremity Amputation (Diabetes),,,,,14.0,21045.0,66.5,61.4,,,14.0,21045.0,66.5,61.4,61.4,GLENN,06021
2022,Glenn,16,Lower-Extremity Amputation (Diabetes),,,,,9.0,20780.0,43.3,39.9,,,9.0,20780.0,43.3,39.9,39.9,GLENN,06021
2023,Glenn,16,Lower-Extremity Amputation (Diabetes),,,,,17.0,20659.0,82.3,64.9,,,17.0,20659.0,82.3,64.9,64.9,GLENN,06021
2024,Glenn,16,Lower-Extremity Amputation (Diabetes),,,,,11.0,20903.0,52.6,49.5,,,11.0,20903.0,52.6,49.5,49.5,GLENN,06021
2005,Humboldt,16,Lower-Extremity Amputation (Diabetes),16.0,102809.0,15.6,16.6,,,,,,,16.0,102809.0,15.6,16.6,16.6,HUMBOLDT,06023
2006,Humboldt,16,Lower-Extremity Amputation (Diabetes),12.0,103611.0,11.6,12.2,,,,,,,12.0,103611.0,11.6,12.2,12.2,HUMBOLDT,06023
2007,Humboldt,16,Lower-Extremity Amputation (Diabetes),9.0,103821.0,8.7,9.0,,,,,,,9.0,103821.0,8.7,9.0,9.0,HUMBOLDT,06023
2008,Humboldt,16,Lower-Extremity Amputation (Diabetes),13.0,104570.0,12.4,12.8,,,,,,,13.0,104570.0,12.4,12.8,12.8,HUMBOLDT,06023
2009,Humboldt,16,Lower-Extremity Amputation (Diabetes),12.0,105478.0,11.4,11.6,,,,,,,12.0,105478.0,11.4,11.6,11.6,HUMBOLDT,06023
2010,Humboldt,16,Lower-Extremity Amputation (Diabetes),9.0,106717.0,8.4,8.5,,,,,,,9.0,106717.0,8.4,8.5,8.5,HUMBOLDT,06023
2011,Humboldt,16,Lower-Extremity Amputation (Diabetes),9.0,107013.0,8.4,8.5,,,,,,,9.0,107013.0,8.4,8.5,8.5,HUMBOLDT,06023
2012,Humboldt,16,Lower-Extremity Amputation (Diabetes),12.0,105607.0,11.4,11.1,,,,,,,12.0,105607.0,11.4,11.1,11.1,HUMBOLDT,06023
2013,Humboldt,16,Lower-Extremity Amputation (Diabetes),15.0,105726.0,14.2,13.7,,,,,,,15.0,105726.0,14.2,13.7,13.7,HUMBOLDT,06023
2014,Humboldt,16,Lower-Extremity Amputation (Diabetes),14.0,108619.0,12.9,12.5,,,,,,,14.0,108619.0,12.9,12.5,12.5,HUMBOLDT,06023
2015,Humboldt,16,Lower-Extremity Amputation (Diabetes),12.0,79121.0,15.2,14.3,,,,,,,12.0,79121.0,15.2,14.3,14.3,HUMBOLDT,06023
2016,Humboldt,16,Lower-Extremity Amputation (Diabetes),,,,,39.0,109915.0,35.5,28.4,,,39.0,109915.0,35.5,28.4,28.4,HUMBOLDT,06023
2017,Humboldt,16,Lower-Extremity Amputation (Diabetes),,,,,38.0,110396.0,34.4,27.5,,,38.0,110396.0,34.4,27.5,27.5,HUMBOLDT,06023
2018,Humboldt,16,Lower-Extremity Amputation (Diabetes),,,,,18.0,110416.0,16.3,13.0,,,18.0,110416.0,16.3,13.0,13.0,HUMBOLDT,06023
2019,Humboldt,16,Lower-Extremity Amputation (Diabetes),,,,,27.0,110113.0,24.5,19.4,,,27.0,110113.0,24.5,19.4,19.4,HUMBOLDT,06023
2020,Humboldt,16,Lower-Extremity Amputation (Diabetes),,,,,31.0,110448.0,28.1,22.0,,,31.0,110448.0,28.1,22.0,22.0,HUMBOLDT,06023
2021,Humboldt,16,Lower-Extremity Amputation (Diabetes),,,,,38.0,109377.0,34.7,26.9,,,38.0,109377.0,34.7,26.9,26.9,HUMBOLDT,06023
2022,Humboldt,16,Lower-Extremity Amputation (Diabetes),,,,,32.0,110011.0,29.1,22.6,,,32.0,110011.0,29.1,22.6,22.6,HUMBOLDT,06023
2023,Humboldt,16,Lower-Extremity Amputation (Diabetes),,,,,42.0,109146.0,38.5,24.4,,,42.0,109146.0,38.5,24.4,24.4,HUMBOLDT,06023
2024,Humboldt,16,Lower-Extremity Amputation (Diabetes),,,,,40.0,108302.0,36.9,28.7,,,40.0,108302.0,36.9,28.7,28.7,HUMBOLDT,06023
2005,Imperial,16,Lower-Extremity Amputation (Diabetes),27.0,109478.0,24.7,29.5,,,,,,,27.0,109478.0,24.7,29.5,29.5,IMPERIAL,06025
2006,Imperial,16,Lower-Extremity Amputation (Diabetes),24.0,112879.0,21.3,25.3,,,,,,,24.0,112879.0,21.3,25.3,25.3,IMPERIAL,06025
2007,Imperial,16,Lower-Extremity Amputation (Diabetes),19.0,115944.0,16.4,19.4,,,,,,,19.0,115944.0,16.4,19.4,19.4,IMPERIAL,06025
2008,Imperial,16,Lower-Extremity Amputation (Diabetes),27.0,118550.0,22.8,26.5,,,,,,,27.0,118550.0,22.8,26.5,26.5,IMPERIAL,06025
2009,Imperial,16,Lower-Extremity Amputation (Diabetes),28.0,121552.0,23.0,26.6,,,,,,,28.0,121552.0,23.0,26.6,26.6,IMPERIAL,06025
2010,Imperial,16,Lower-Extremity Amputation (Diabetes),28.0,124055.0,22.6,25.8,,,,,,,28.0,124055.0,22.6,25.8,25.8,IMPERIAL,06025
2011,Imperial,16,Lower-Extremity Amputation (Diabetes),26.0,125985.0,20.6,23.4,,,,,,,26.0,125985.0,20.6,23.4,23.4,IMPERIAL,06025
2012,Imperial,16,Lower-Extremity Amputation (Diabetes),29.0,122385.0,23.7,25.8,,,,,,,29.0,122385.0,23.7,25.8,25.8,IMPERIAL,06025
2013,Imperial,16,Lower-Extremity Amputation (Diabetes),24.0,122276.0,19.6,21.0,,,,,,,24.0,122276.0,19.6,21.0,21.0,IMPERIAL,06025
2014,Imperial,16,Lower-Extremity Amputation (Diabetes),21.0,130127.0,16.1,17.7,,,,,,,21.0,130127.0,16.1,17.7,17.7,IMPERIAL,06025
2015,Imperial,16,Lower-Extremity Amputation (Diabetes),20.0,92754.0,21.6,22.3,,,,,,,20.0,92754.0,21.6,22.3,22.3,IMPERIAL,06025
2016,Imperial,16,Lower-Extremity Amputation (Diabetes),,,,,39.0,127819.0,30.5,21.7,,,39.0,127819.0,30.5,21.7,21.7,IMPERIAL,06025
2017,Imperial,16,Lower-Extremity Amputation (Diabetes),,,,,35.0,129153.0,27.1,19.2,,,35.0,129153.0,27.1,19.2,19.2,IMPERIAL,06025
2018,Imperial,16,Lower-Extremity Amputation (Diabetes),,,,,47.0,129174.0,36.4,25.6,,,47.0,129174.0,36.4,25.6,25.6,IMPERIAL,06025
2019,Imperial,16,Lower-Extremity Amputation (Diabetes),,,,,39.0,128967.0,30.2,21.1,,,39.0,128967.0,30.2,21.1,21.1,IMPERIAL,06025
2020,Imperial,16,Lower-Extremity Amputation (Diabetes),,,,,42.0,128388.0,32.7,22.7,,,42.0,128388.0,32.7,22.7,22.7,IMPERIAL,06025
2021,Imperial,16,Lower-Extremity Amputation (Diabetes),,,,,47.0,128464.0,36.6,25.4,,,47.0,128464.0,36.6,25.4,25.4,IMPERIAL,06025
2022,Imperial,16,Lower-Extremity Amputation (Diabetes),,,,,50.0,128478.0,38.9,27.0,,,50.0,128478.0,38.9,27.0,27.0,IMPERIAL,06025
2023,Imperial,16,Lower-Extremity Amputation (Diabetes),,,,,61.0,128709.0,47.4,40.6,,,61.0,128709.0,47.4,40.6,40.6,IMPERIAL,06025
2024,Imperial,16,Lower-Extremity Amputation (Diabetes),,,,,58.0,131069.0,44.3,31.4,,,58.0,131069.0,44.3,31.4,31.4,IMPERIAL,06025
2005,Inyo,16,Lower-Extremity Amputation (Diabetes),3.0,14549.0,20.6,16.7,,,,,,,3.0,14549.0,20.6,16.7,16.7,INYO,06027
2006,Inyo,16,Lower-Extremity Amputation (Diabetes),2.0,14456.0,13.8,11.3,,,,,,,2.0,14456.0,13.8,11.3,11.3,INYO,06027
2007,Inyo,16,Lower-Extremity Amputation (Diabetes),3.0,14505.0,20.7,16.8,,,,,,,3.0,14505.0,20.7,16.8,16.8,INYO,06027
2008,Inyo,16,Lower-Extremity Amputation (Diabetes),1.0,14485.0,6.9,5.5,,,,,,,1.0,14485.0,6.9,5.5,5.5,INYO,06027
2009,Inyo,16,Lower-Extremity Amputation (Diabetes),2.0,14651.0,13.7,11.0,,,,,,,2.0,14651.0,13.7,11.0,11.0,INYO,06027
2010,Inyo,16,Lower-Extremity Amputation (Diabetes),1.0,14670.0,6.8,5.5,,,,,,,1.0,14670.0,6.8,5.5,5.5,INYO,06027
2011,Inyo,16,Lower-Extremity Amputation (Diabetes),1.0,14640.0,6.8,5.4,,,,,,,1.0,14640.0,6.8,5.4,5.4,INYO,06027
2012,Inyo,16,Lower-Extremity Amputation (Diabetes),1.0,16277.0,6.1,5.4,,,,,,,1.0,16277.0,6.1,5.4,5.4,INYO,06027
2013,Inyo,16,Lower-Extremity Amputation (Diabetes),1.0,16250.0,6.2,5.3,,,,,,,1.0,16250.0,6.2,5.3,5.3,INYO,06027
2014,Inyo,16,Lower-Extremity Amputation (Diabetes),1.0,15730.0,6.4,5.3,,,,,,,1.0,15730.0,6.4,5.3,5.3,INYO,06027
2015,Inyo,16,Lower-Extremity Amputation (Diabetes),2.0,12814.0,15.6,13.8,,,,,,,2.0,12814.0,15.6,13.8,13.8,INYO,06027
2016,Inyo,16,Lower-Extremity Amputation (Diabetes),,,,,1.0,14211.0,7.0,5.9,,,1.0,14211.0,7.0,5.9,5.9,INYO,06027
2017,Inyo,16,Lower-Extremity Amputation (Diabetes),,,,,7.0,14164.0,49.4,41.4,,,7.0,14164.0,49.4,41.4,41.4,INYO,06027
2018,Inyo,16,Lower-Extremity Amputation (Diabetes),,,,,3.0,14208.0,21.1,17.6,,,3.0,14208.0,21.1,17.6,17.6,INYO,06027
2019,Inyo,16,Lower-Extremity Amputation (Diabetes),,,,,3.0,14295.0,21.0,17.5,,,3.0,14295.0,21.0,17.5,17.5,INYO,06027
2020,Inyo,16,Lower-Extremity Amputation (Diabetes),,,,,5.0,15134.0,33.0,27.8,,,5.0,15134.0,33.0,27.8,27.8,INYO,06027
2021,Inyo,16,Lower-Extremity Amputation (Diabetes),,,,,7.0,15080.0,46.4,39.1,,,7.0,15080.0,46.4,39.1,39.1,INYO,06027
2022,Inyo,16,Lower-Extremity Amputation (Diabetes),,,,,3.0,14942.0,20.1,16.9,,,3.0,14942.0,20.1,16.9,16.9,INYO,06027
2023,Inyo,16,Lower-Extremity Amputation (Diabetes),,,,,7.0,14859.0,47.1,37.3,,,7.0,14859.0,47.1,37.3,37.3,INYO,06027
2024,Inyo,16,Lower-Extremity Amputation (Diabetes),,,,,3.0,14869.0,20.2,18.1,,,3.0,14869.0,20.2,18.1,18.1,INYO,06027
2005,Kern,16,Lower-Extremity Amputation (Diabetes),99.0,526395.0,18.8,23.4,,,,,,,99.0,526395.0,18.8,23.4,23.4,KERN,06029
2006,Kern,16,Lower-Extremity Amputation (Diabetes),101.0,544084.0,18.6,23.1,,,,,,,101.0,544084.0,18.6,23.1,23.1,KERN,06029
2007,Kern,16,Lower-Extremity Amputation (Diabetes),130.0,557795.0,23.3,28.9,,,,,,,130.0,557795.0,23.3,28.9,28.9,KERN,06029
2008,Kern,16,Lower-Extremity Amputation (Diabetes),109.0,568635.0,19.2,23.6,,,,,,,109.0,568635.0,19.2,23.6,23.6,KERN,06029
2009,Kern,16,Lower-Extremity Amputation (Diabetes),99.0,578043.0,17.1,20.9,,,,,,,99.0,578043.0,17.1,20.9,20.9,KERN,06029
2010,Kern,16,Lower-Extremity Amputation (Diabetes),107.0,587730.0,18.2,22.0,,,,,,,107.0,587730.0,18.2,22.0,22.0,KERN,06029
2011,Kern,16,Lower-Extremity Amputation (Diabetes),108.0,597565.0,18.1,21.7,,,,,,,108.0,597565.0,18.1,21.7,21.7,KERN,06029
2012,Kern,16,Lower-Extremity Amputation (Diabetes),92.0,576340.0,16.0,18.2,,,,,,,92.0,576340.0,16.0,18.2,18.2,KERN,06029
2013,Kern,16,Lower-Extremity Amputation (Diabetes),103.0,583929.0,17.6,20.0,,,,,,,103.0,583929.0,17.6,20.0,20.0,KERN,06029
2014,Kern,16,Lower-Extremity Amputation (Diabetes),108.0,622019.0,17.4,20.2,,,,,,,108.0,622019.0,17.4,20.2,20.2,KERN,06029
2015,Kern,16,Lower-Extremity Amputation (Diabetes),94.0,441243.0,21.3,23.2,,,,,,,94.0,441243.0,21.3,23.2,23.2,KERN,06029
2016,Kern,16,Lower-Extremity Amputation (Diabetes),,,,,129.0,623722.0,20.7,15.1,,,129.0,623722.0,20.7,15.1,15.1,KERN,06029
2017,Kern,16,Lower-Extremity Amputation (Diabetes),,,,,182.0,629153.0,28.9,21.0,,,182.0,629153.0,28.9,21.0,21.0,KERN,06029
2018,Kern,16,Lower-Extremity Amputation (Diabetes),,,,,209.0,635272.0,32.9,23.8,,,209.0,635272.0,32.9,23.8,23.8,KERN,06029
2019,Kern,16,Lower-Extremity Amputation (Diabetes),,,,,233.0,640390.0,36.4,26.2,,,233.0,640390.0,36.4,26.2,26.2,KERN,06029
2020,Kern,16,Lower-Extremity Amputation (Diabetes),,,,,251.0,644321.0,39.0,27.8,,,251.0,644321.0,39.0,27.8,27.8,KERN,06029
2021,Kern,16,Lower-Extremity Amputation (Diabetes),,,,,275.0,651305.0,42.2,30.1,,,275.0,651305.0,42.2,30.1,30.1,KERN,06029
2022,Kern,16,Lower-Extremity Amputation (Diabetes),,,,,271.0,655754.0,41.3,29.5,,,271.0,655754.0,41.3,29.5,29.5,KERN,06029
2023,Kern,16,Lower-Extremity Amputation (Diabetes),,,,,297.0,654092.0,45.4,39.9,,,297.0,654092.0,45.4,39.9,39.9,KERN,06029
2024,Kern,16,Lower-Extremity Amputation (Diabetes),,,,,283.0,665289.0,42.5,37.9,,,283.0,665289.0,42.5,37.9,37.9,KERN,06029
2005,Kings,16,Lower-Extremity Amputation (Diabetes),19.0,104744.0,18.1,25.1,,,,,,,19.0,104744.0,18.1,25.1,25.1,KINGS,06031
2006,Kings,16,Lower-Extremity Amputation (Diabetes),20.0,106917.0,18.7,25.5,,,,,,,20.0,106917.0,18.7,25.5,25.5,KINGS,06031
2007,Kings,16,Lower-Extremity Amputation (Diabetes),16.0,108972.0,14.7,19.7,,,,,,,16.0,108972.0,14.7,19.7,19.7,KINGS,06031
2008,Kings,16,Lower-Extremity Amputation (Diabetes),20.0,110111.0,18.2,24.0,,,,,,,20.0,110111.0,18.2,24.0,24.0,KINGS,06031
2009,Kings,16,Lower-Extremity Amputation (Diabetes),20.0,109913.0,18.2,23.6,,,,,,,20.0,109913.0,18.2,23.6,23.6,KINGS,06031
2010,Kings,16,Lower-Extremity Amputation (Diabetes),18.0,110532.0,16.3,20.8,,,,,,,18.0,110532.0,16.3,20.8,20.8,KINGS,06031
2011,Kings,16,Lower-Extremity Amputation (Diabetes),21.0,111322.0,18.9,23.9,,,,,,,21.0,111322.0,18.9,23.9,23.9,KINGS,06031
2012,Kings,16,Lower-Extremity Amputation (Diabetes),17.0,107485.0,15.8,19.4,,,,,,,17.0,107485.0,15.8,19.4,19.4,KINGS,06031
2013,Kings,16,Lower-Extremity Amputation (Diabetes),22.0,107035.0,20.6,24.9,,,,,,,22.0,107035.0,20.6,24.9,24.9,KINGS,06031
2014,Kings,16,Lower-Extremity Amputation (Diabetes),22.0,114326.0,19.2,23.4,,,,,,,22.0,114326.0,19.2,23.4,23.4,KINGS,06031
2015,Kings,16,Lower-Extremity Amputation (Diabetes),23.0,78983.0,29.1,34.1,,,,,,,23.0,78983.0,29.1,34.1,34.1,KINGS,06031
2016,Kings,16,Lower-Extremity Amputation (Diabetes),,,,,46.0,108591.0,42.4,40.4,,,46.0,108591.0,42.4,40.4,40.4,KINGS,06031
2017,Kings,16,Lower-Extremity Amputation (Diabetes),,,,,39.0,108704.0,35.9,34.2,,,39.0,108704.0,35.9,34.2,34.2,KINGS,06031
2018,Kings,16,Lower-Extremity Amputation (Diabetes),,,,,50.0,110152.0,45.4,43.0,,,50.0,110152.0,45.4,43.0,43.0,KINGS,06031
2019,Kings,16,Lower-Extremity Amputation (Diabetes),,,,,61.0,111551.0,54.7,51.5,,,61.0,111551.0,54.7,51.5,51.5,KINGS,06031
2020,Kings,16,Lower-Extremity Amputation (Diabetes),,,,,48.0,111628.0,43.0,40.1,,,48.0,111628.0,43.0,40.1,40.1,KINGS,06031
2021,Kings,16,Lower-Extremity Amputation (Diabetes),,,,,50.0,111603.0,44.8,41.8,,,50.0,111603.0,44.8,41.8,41.8,KINGS,06031
2022,Kings,16,Lower-Extremity Amputation (Diabetes),,,,,51.0,112177.0,45.5,42.2,,,51.0,112177.0,45.5,42.2,42.2,KINGS,06031
2023,Kings,16,Lower-Extremity Amputation (Diabetes),,,,,69.0,111961.0,61.6,55.7,,,69.0,111961.0,61.6,55.7,55.7,KINGS,06031
2024,Kings,16,Lower-Extremity Amputation (Diabetes),,,,,65.0,114209.0,56.9,52.2,,,65.0,114209.0,56.9,52.2,52.2,KINGS,06031
2005,Lake,16,Lower-Extremity Amputation (Diabetes),17.0,49529.0,34.3,29.3,,,,,,,17.0,49529.0,34.3,29.3,29.3,LAKE,06033
2006,Lake,16,Lower-Extremity Amputation (Diabetes),13.0,49985.0,26.0,22.2,,,,,,,13.0,49985.0,26.0,22.2,22.2,LAKE,06033
2007,Lake,16,Lower-Extremity Amputation (Diabetes),10.0,50130.0,19.9,16.8,,,,,,,10.0,50130.0,19.9,16.8,16.8,LAKE,06033
2008,Lake,16,Lower-Extremity Amputation (Diabetes),14.0,50505.0,27.7,23.1,,,,,,,14.0,50505.0,27.7,23.1,23.1,LAKE,06033
2009,Lake,16,Lower-Extremity Amputation (Diabetes),8.0,50721.0,15.8,13.0,,,,,,,8.0,50721.0,15.8,13.0,13.0,LAKE,06033
2010,Lake,16,Lower-Extremity Amputation (Diabetes),6.0,51151.0,11.7,9.6,,,,,,,6.0,51151.0,11.7,9.6,9.6,LAKE,06033
2011,Lake,16,Lower-Extremity Amputation (Diabetes),8.0,51085.0,15.7,12.6,,,,,,,8.0,51085.0,15.7,12.6,12.6,LAKE,06033
2012,Lake,16,Lower-Extremity Amputation (Diabetes),10.0,51501.0,19.4,15.7,,,,,,,10.0,51501.0,19.4,15.7,15.7,LAKE,06033
2013,Lake,16,Lower-Extremity Amputation (Diabetes),8.0,51581.0,15.5,12.4,,,,,,,8.0,51581.0,15.5,12.4,12.4,LAKE,06033
2014,Lake,16,Lower-Extremity Amputation (Diabetes),5.0,52953.0,9.4,7.6,,,,,,,5.0,52953.0,9.4,7.6,7.6,LAKE,06033
2015,Lake,16,Lower-Extremity Amputation (Diabetes),4.0,39003.0,10.3,8.1,,,,,,,4.0,39003.0,10.3,8.1,8.1,LAKE,06033
2016,Lake,16,Lower-Extremity Amputation (Diabetes),,,,,17.0,50676.0,33.5,21.7,,,17.0,50676.0,33.5,21.7,21.7,LAKE,06033
2017,Lake,16,Lower-Extremity Amputation (Diabetes),,,,,7.0,50717.0,13.8,8.9,,,7.0,50717.0,13.8,8.9,8.9,LAKE,06033
2018,Lake,16,Lower-Extremity Amputation (Diabetes),,,,,15.0,50861.0,29.5,19.1,,,15.0,50861.0,29.5,19.1,19.1,LAKE,06033
2019,Lake,16,Lower-Extremity Amputation (Diabetes),,,,,13.0,50831.0,25.6,16.6,,,13.0,50831.0,25.6,16.6,16.6,LAKE,06033
2020,Lake,16,Lower-Extremity Amputation (Diabetes),,,,,11.0,53524.0,20.6,13.3,,,11.0,53524.0,20.6,13.3,13.3,LAKE,06033
2021,Lake,16,Lower-Extremity Amputation (Diabetes),,,,,21.0,53734.0,39.1,25.4,,,21.0,53734.0,39.1,25.4,25.4,LAKE,06033
2022,Lake,16,Lower-Extremity Amputation (Diabetes),,,,,17.0,53338.0,31.9,20.7,,,17.0,53338.0,31.9,20.7,20.7,LAKE,06033
2023,Lake,16,Lower-Extremity Amputation (Diabetes),,,,,29.0,52978.0,54.7,35.5,,,29.0,52978.0,54.7,35.5,35.5,LAKE,06033
2024,Lake,16,Lower-Extremity Amputation (Diabetes),,,,,17.0,52937.0,32.1,21.2,,,17.0,52937.0,32.1,21.2,21.2,LAKE,06033
2005,Lassen,16,Lower-Extremity Amputation (Diabetes),1.0,27722.0,3.6,4.3,,,,,,,1.0,27722.0,3.6,4.3,4.3,LASSEN,06035
2006,Lassen,16,Lower-Extremity Amputation (Diabetes),1.0,27919.0,3.6,4.2,,,,,,,1.0,27919.0,3.6,4.2,4.2,LASSEN,06035
2007,Lassen,16,Lower-Extremity Amputation (Diabetes),1.0,29030.0,3.4,4.1,,,,,,,1.0,29030.0,3.4,4.1,4.1,LASSEN,06035
2008,Lassen,16,Lower-Extremity Amputation (Diabetes),2.0,28658.0,7.0,8.1,,,,,,,2.0,28658.0,7.0,8.1,8.1,LASSEN,06035
2009,Lassen,16,Lower-Extremity Amputation (Diabetes),0.0,28696.0,0.0,0.0,,,,,,,0.0,28696.0,0.0,0.0,0.0,LASSEN,06035
2010,Lassen,16,Lower-Extremity Amputation (Diabetes),0.0,28485.0,0.0,0.0,,,,,,,0.0,28485.0,0.0,0.0,0.0,LASSEN,06035
2011,Lassen,16,Lower-Extremity Amputation (Diabetes),0.0,28179.0,0.0,0.0,,,,,,,0.0,28179.0,0.0,0.0,0.0,LASSEN,06035
2012,Lassen,16,Lower-Extremity Amputation (Diabetes),3.0,29146.0,10.3,11.8,,,,,,,3.0,29146.0,10.3,11.8,11.8,LASSEN,06035
2013,Lassen,16,Lower-Extremity Amputation (Diabetes),1.0,27797.0,3.6,4.0,,,,,,,1.0,27797.0,3.6,4.0,4.0,LASSEN,06035
2014,Lassen,16,Lower-Extremity Amputation (Diabetes),0.0,29236.0,0.0,0.0,,,,,,,0.0,29236.0,0.0,0.0,0.0,LASSEN,06035
2015,Lassen,16,Lower-Extremity Amputation (Diabetes),1.0,20747.0,4.8,5.3,,,,,,,1.0,20747.0,4.8,5.3,5.3,LASSEN,06035
2016,Lassen,16,Lower-Extremity Amputation (Diabetes),,,,,3.0,25378.0,11.8,9.7,,,3.0,25378.0,11.8,9.7,9.7,LASSEN,06035
2017,Lassen,16,Lower-Extremity Amputation (Diabetes),,,,,2.0,25575.0,7.8,6.4,,,2.0,25575.0,7.8,6.4,6.4,LASSEN,06035
2018,Lassen,16,Lower-Extremity Amputation (Diabetes),,,,,6.0,25359.0,23.7,19.2,,,6.0,25359.0,23.7,19.2,19.2,LASSEN,06035
2019,Lassen,16,Lower-Extremity Amputation (Diabetes),,,,,1.0,25378.0,3.9,3.2,,,1.0,25378.0,3.9,3.2,3.2,LASSEN,06035
2020,Lassen,16,Lower-Extremity Amputation (Diabetes),,,,,0.0,26785.0,0.0,0.0,,,0.0,26785.0,0.0,0.0,0.0,LASSEN,06035
2021,Lassen,16,Lower-Extremity Amputation (Diabetes),,,,,4.0,26258.0,15.2,12.3,,,4.0,26258.0,15.2,12.3,12.3,LASSEN,06035
2022,Lassen,16,Lower-Extremity Amputation (Diabetes),,,,,2.0,24446.0,8.2,6.4,,,2.0,24446.0,8.2,6.4,6.4,LASSEN,06035
2023,Lassen,16,Lower-Extremity Amputation (Diabetes),,,,,2.0,23438.0,8.5,5.3,,,2.0,23438.0,8.5,5.3,5.3,LASSEN,06035
2024,Lassen,16,Lower-Extremity Amputation (Diabetes),,,,,1.0,22990.0,4.3,3.3,,,1.0,22990.0,4.3,3.3,3.3,LASSEN,06035
2005,Los Angeles,16,Lower-Extremity Amputation (Diabetes),1194.0,7202516.0,16.6,20.5,,,,,,,1194.0,7202516.0,16.6,20.5,20.5,LOS ANGELES,06037
2006,Los Angeles,16,Lower-Extremity Amputation (Diabetes),1270.0,7208716.0,17.6,21.5,,,,,,,1270.0,7208716.0,17.6,21.5,21.5,LOS ANGELES,06037
2007,Los Angeles,16,Lower-Extremity Amputation (Diabetes),1156.0,7223112.0,16.0,19.3,,,,,,,1156.0,7223112.0,16.0,19.3,19.3,LOS ANGELES,06037
2008,Los Angeles,16,Lower-Extremity Amputation (Diabetes),1101.0,7281072.0,15.1,18.0,,,,,,,1101.0,7281072.0,15.1,18.0,18.0,LOS ANGELES,06037
2009,Los Angeles,16,Lower-Extremity Amputation (Diabetes),982.0,7353912.0,13.4,15.7,,,,,,,982.0,7353912.0,13.4,15.7,15.7,LOS ANGELES,06037
2010,Los Angeles,16,Lower-Extremity Amputation (Diabetes),966.0,7416633.0,13.0,15.1,,,,,,,966.0,7416633.0,13.0,15.1,15.1,LOS ANGELES,06037
2011,Los Angeles,16,Lower-Extremity Amputation (Diabetes),1033.0,7504083.0,13.8,15.8,,,,,,,1033.0,7504083.0,13.8,15.8,15.8,LOS ANGELES,06037
2012,Los Angeles,16,Lower-Extremity Amputation (Diabetes),1084.0,7317992.0,14.8,16.2,,,,,,,1084.0,7317992.0,14.8,16.2,16.2,LOS ANGELES,06037
2013,Los Angeles,16,Lower-Extremity Amputation (Diabetes),1019.0,7410685.0,13.8,14.9,,,,,,,1019.0,7410685.0,13.8,14.9,14.9,LOS ANGELES,06037
2014,Los Angeles,16,Lower-Extremity Amputation (Diabetes),1106.0,7525122.0,14.7,16.1,,,,,,,1106.0,7525122.0,14.7,16.1,16.1,LOS ANGELES,06037
2015,Los Angeles,16,Lower-Extremity Amputation (Diabetes),874.0,5622301.0,15.5,16.1,,,,,,,874.0,5622301.0,15.5,16.1,16.1,LOS ANGELES,06037
2016,Los Angeles,16,Lower-Extremity Amputation (Diabetes),,,,,1683.0,7844956.0,21.5,22.9,,,1683.0,7844956.0,21.5,22.9,22.9,LOS ANGELES,06037
2017,Los Angeles,16,Lower-Extremity Amputation (Diabetes),,,,,1806.0,7870676.0,22.9,24.3,,,1806.0,7870676.0,22.9,24.3,24.3,LOS ANGELES,06037
2018,Los Angeles,16,Lower-Extremity Amputation (Diabetes),,,,,1800.0,7879584.0,22.8,23.9,,,1800.0,7879584.0,22.8,23.9,23.9,LOS ANGELES,06037
2019,Los Angeles,16,Lower-Extremity Amputation (Diabetes),,,,,1994.0,7871889.0,25.3,26.3,,,1994.0,7871889.0,25.3,26.3,26.3,LOS ANGELES,06037
2020,Los Angeles,16,Lower-Extremity Amputation (Diabetes),,,,,2092.0,7884705.0,26.5,27.2,,,2092.0,7884705.0,26.5,27.2,27.2,LOS ANGELES,06037
2021,Los Angeles,16,Lower-Extremity Amputation (Diabetes),,,,,2403.0,7772371.0,30.9,31.1,,,2403.0,7772371.0,30.9,31.1,31.1,LOS ANGELES,06037
2022,Los Angeles,16,Lower-Extremity Amputation (Diabetes),,,,,2578.0,7737357.0,33.3,33.3,,,2578.0,7737357.0,33.3,33.3,33.3,LOS ANGELES,06037
2023,Los Angeles,16,Lower-Extremity Amputation (Diabetes),,,,,2759.0,7710575.0,35.8,34.4,,,2759.0,7710575.0,35.8,34.4,34.4,LOS ANGELES,06037
2024,Los Angeles,16,Lower-Extremity Amputation (Diabetes),,,,,2689.0,7812233.0,34.4,34.5,,,2689.0,7812233.0,34.4,34.5,34.5,LOS ANGELES,06037
2005,Madera,16,Lower-Extremity Amputation (Diabetes),22.0,100047.0,22.0,24.8,,,,,,,22.0,100047.0,22.0,24.8,24.8,MADERA,06039
