Month of Eligibility,County,Health Delivery System,Health Plan,Total Eligibles,Annotation Code,Annotation Description,Status,Date of Data
2014-10,Alpine,Managed Care,Out of County Plan,6,,,F,
2014-10,Amador,Fee-for-Service,Fee-for-Service,"2,201",,,F,
2014-10,Amador,Managed Care,Anthem Blue Cross Partnership Plan/Amador,"3,876",,,F,
2014-10,Amador,Managed Care,California Health and Wellness Plan/Amador,"1,119",,,F,
2014-10,Amador,Managed Care,Kaiser Permanente/Amador,41,,,F,
2014-10,Amador,Managed Care,Out of County Plan,64,,,F,
2014-10,Butte,Fee-for-Service,Fee-for-Service,"26,689",,,F,
2014-10,Butte,Managed Care,Anthem Blue Cross Partnership Plan/Butte,"22,358",,,F,
2014-10,Butte,Managed Care,California Health and Wellness Plan/Butte,"26,845",,,F,
2014-10,Butte,Managed Care,Out of County Plan,541,,,F,
2014-10,Calaveras,Fee-for-Service,Fee-for-Service,"3,510",,,F,
2014-10,Calaveras,Managed Care,Anthem Blue Cross/Calaveras,"2,558",,,F,
2014-10,Calaveras,Managed Care,California Health and Wellness Plan/Calaveras,"4,842",,,F,
2014-10,Calaveras,Managed Care,Out of County Plan,116,,,F,
2014-10,Colusa,Fee-for-Service,Fee-for-Service,"2,596",,,F,
2014-10,Colusa,Managed Care,Anthem Blue Cross Partnership Plan/Colusa,"3,378",,,F,
2014-10,Colusa,Managed Care,California Health and Wellness Plan/Colusa,"1,972",,,F,
2014-10,Colusa,Managed Care,Out of County Plan,85,,,F,
2014-10,Contra Costa,Fee-for-Service,Fee-for-Service,"76,165",,,F,
2014-10,Contra Costa,Managed Care,Anthem Blue Cross/Contra Costa,"22,104",,,F,
2014-10,Contra Costa,Managed Care,Center for Elders Independence/Contra Costa,47,,,F,
2014-10,Contra Costa,Managed Care,Contra Costa Health Plan/Contra Costa,"140,794",,,F,
2014-10,Contra Costa,Managed Care,Out of County Plan,"2,302",,,F,
2014-10,Del Norte,Fee-for-Service,Fee-for-Service,769,,,F,
2014-10,Del Norte,Managed Care,Out of County Plan,82,,,F,
2014-10,Del Norte,Managed Care,Partnership Health Plan of California/Del Norte,"10,058",,,F,
2014-10,El Dorado,Fee-for-Service,Fee-for-Service,"11,537",,,F,
2014-10,El Dorado,Managed Care,Anthem Blue Cross Partnership Plan/El Dorado,"7,541",,,F,
2014-10,El Dorado,Managed Care,California Health and Wellness Plan/El Dorado,"13,952",,,F,
2014-10,El Dorado,Managed Care,Kaiser Permanente/El Dorado,815,,,F,
2014-10,El Dorado,Managed Care,Out of County Plan,302,,,F,
2014-10,Fresno,Fee-for-Service,Fee-for-Service,"101,002",,,F,
2014-10,Fresno,Managed Care,Anthem Blue Cross Partnership Plan/Fresno,"93,745",,,F,
2014-10,Fresno,Managed Care,CalViva Health/Fresno,"239,093",,,F,
2014-10,Fresno,Managed Care,Central Valley Medical Service Corp/Fresno,39,,,F,
2014-10,Fresno,Managed Care,Out of County Plan,"1,620",,,F,
2014-10,Glenn,Fee-for-Service,Fee-for-Service,"3,860",,,F,
2014-10,Glenn,Managed Care,Anthem Blue Cross Partnership Plan/Glenn,"3,173",,,F,
2014-10,Glenn,Managed Care,California Health and Wellness Plan/Glenn,"3,842",,,F,
2014-10,Glenn,Managed Care,Out of County Plan,81,,,F,
2014-10,Humboldt,Fee-for-Service,Fee-for-Service,"4,491",,,F,
2014-10,Humboldt,Managed Care,"Humboldt Senior Resource Center, Inc./Humboldt",,1,Cell suppressed for small numbers,F,
2014-10,Humboldt,Managed Care,Out of County Plan,,2,Cell suppressed for complementary cell,F,
2014-10,Humboldt,Managed Care,Partnership Health Plan of California/Humboldt,"40,729",,,F,
2014-10,Imperial,Fee-for-Service,Fee-for-Service,"27,437",,,F,
2014-10,Imperial,Managed Care,California Health and Wellness Plan/Imperial,"42,701",,,F,
2014-10,Imperial,Managed Care,Molina Healthcare of California/Imperial,"13,315",,,F,
2014-10,Imperial,Managed Care,Out of County Plan,327,,,F,
2014-10,Inyo,Fee-for-Service,Fee-for-Service,"1,984",,,F,
2014-10,Inyo,Managed Care,Anthem Blue Cross Partnership Plan/Inyo,"1,579",,,F,
2014-10,Inyo,Managed Care,California Health and Wellness Plan/Inyo,"1,695",,,F,
2014-10,Inyo,Managed Care,Out of County Plan,17,,,F,
2014-10,Kern,Fee-for-Service,Fee-for-Service,"96,094",,,F,
2014-10,Kern,Managed Care,Health Net Community Solutions/Kern,"69,546",,,F,
2014-10,Kern,Managed Care,Kern Health Systems/Kern,"180,594",,,F,
2014-10,Kern,Managed Care,Out of County Plan,"2,043",,,F,
2014-10,Kings,Fee-for-Service,Fee-for-Service,"12,850",,,F,
2014-10,Kings,Managed Care,Anthem Blue Cross Partnership Plan/Kings,"16,516",,,F,
2014-10,Kings,Managed Care,CalViva Health/Kings,"21,409",,,F,
2014-10,Kings,Managed Care,Out of County Plan,342,,,F,
2014-10,Lake,Fee-for-Service,Fee-for-Service,"2,804",,,F,
2014-10,Lake,Managed Care,Out of County Plan,335,,,F,
2014-10,Lake,Managed Care,Partnership Health Plan of California/Lake,"24,179",,,F,
2014-10,Lassen,Fee-for-Service,Fee-for-Service,772,,,F,
2014-10,Lassen,Managed Care,Out of County Plan,101,,,F,
2014-10,Lassen,Managed Care,Partnership Health Plan of California/Lassen,"6,115",,,F,
2014-10,Los Angeles,Fee-for-Service,Fee-for-Service,"1,191,593",,,F,
2014-10,Los Angeles,Managed Care,AltaMed Health Sr. Buena Care/Los Angeles,"1,640",,,F,
2014-10,Los Angeles,Managed Care,Anthem Blue Cross (CMC)/Los Angeles,"3,231",,,F,
2014-10,Los Angeles,Managed Care,Blue Shield of California Promise (CMC)/Los Angeles,"3,382",,,F,
2014-10,Los Angeles,Managed Care,Brandman Centers for Senior Care/Los Angeles,94,,,F,
2014-10,Los Angeles,Managed Care,Health Net Community Solutions (CMC)/Los Angeles,"8,935",,,F,
2014-10,Los Angeles,Managed Care,Health Net Community Solutions/Los Angeles,"829,341",,,F,
2014-10,Los Angeles,Managed Care,L.A. Care Health Plan (CMC)/Los Angeles,"4,186",,,F,
2014-10,Los Angeles,Managed Care,L.A. Care Health Plan/Los Angeles,"1,556,183",,,F,
2014-10,Los Angeles,Managed Care,Molina Healthcare of California (CMC)/Los Angeles,"3,144",,,F,
2014-10,Los Angeles,Managed Care,Out of County Plan,"15,063",,,F,
2014-10,Los Angeles,Managed Care,SCAN Health Plan/Los Angeles,"5,939",,,F,
2014-10,Madera,Fee-for-Service,Fee-for-Service,"17,636",,,F,
2014-10,Madera,Managed Care,Anthem Blue Cross Partnership Plan/Madera,"17,103",,,F,
2014-10,Madera,Managed Care,CalViva Health/Madera,"29,582",,,F,
2014-10,Madera,Managed Care,Out of County Plan,518,,,F,
2014-10,Marin,Fee-for-Service,Fee-for-Service,"7,601",,,F,
2014-10,Marin,Managed Care,Out of County Plan,477,,,F,
2014-10,Marin,Managed Care,Partnership Health Plan of California/Marin,"31,386",,,F,
2014-10,Mariposa,Fee-for-Service,Fee-for-Service,"1,346",,,F,
2014-10,Mariposa,Managed Care,Anthem Blue Cross Partnership Plan/Mariposa,"2,087",,,F,
2014-10,Mariposa,Managed Care,California Health and Wellness Plan/Mariposa,947,,,F,
2014-10,Mariposa,Managed Care,Out of County Plan,119,,,F,
2014-10,Mendocino,Fee-for-Service,Fee-for-Service,"4,482",,,F,
2014-10,Mendocino,Managed Care,Out of County Plan,515,,,F,
2014-10,Mendocino,Managed Care,Partnership Health Plan of California/Mendocino,"31,460",,,F,
2014-10,Merced,Fee-for-Service,Fee-for-Service,"16,171",,,F,
2014-10,Merced,Managed Care,Central California Alliance for Health/Merced,"109,009",,,F,
2014-10,Merced,Managed Care,Out of County Plan,886,,,F,
2014-10,Modoc,Fee-for-Service,Fee-for-Service,324,,,F,
2014-10,Modoc,Managed Care,Out of County Plan,33,,,F,
2014-10,Modoc,Managed Care,Partnership Health Plan of California/Modoc,"2,568",,,F,
2014-10,Mono,Fee-for-Service,Fee-for-Service,"1,136",,,F,
2014-10,Mono,Managed Care,Anthem Blue Cross Partnership Plan/Mono,"1,151",,,F,
2014-10,Mono,Managed Care,California Health and Wellness Plan/Mono,752,,,F,
2014-10,Mono,Managed Care,Out of County Plan,118,,,F,
2014-10,Monterey,Fee-for-Service,Fee-for-Service,"28,946",,,F,
2014-10,Monterey,Managed Care,Central California Alliance for Health/Monterey,"123,031",,,F,
2014-10,Monterey,Managed Care,Out of County Plan,889,,,F,
2014-10,Napa,Fee-for-Service,Fee-for-Service,"4,289",,,F,
2014-10,Napa,Managed Care,Out of County Plan,680,,,F,
2014-10,Napa,Managed Care,Partnership Health Plan of California/Napa,"23,984",,,F,
2014-10,Nevada,Fee-for-Service,Fee-for-Service,"7,402",,,F,
2014-10,Nevada,Managed Care,Anthem Blue Cross Partnership Plan/Nevada,"8,793",,,F,
2014-10,Nevada,Managed Care,California Health and Wellness Plan/Nevada,"5,487",,,F,
2014-10,Nevada,Managed Care,Out of County Plan,215,,,F,
2014-10,Orange,Fee-for-Service,Fee-for-Service,"120,731",,,F,
2014-10,Orange,Managed Care,CalOptima PACE/Orange,61,,,F,
2014-10,Orange,Managed Care,CalOptima/Orange,"667,991",,,F,
2014-10,Orange,Managed Care,Out of County Plan,"3,526",,,F,
2014-10,Placer,Fee-for-Service,Fee-for-Service,"19,368",,,F,
2014-10,Placer,Managed Care,Anthem Blue Cross Partnership Plan/Placer,"24,417",,,F,
2014-10,Placer,Managed Care,California Health and Wellness Plan/Placer,"9,384",,,F,
2014-10,Placer,Managed Care,Kaiser Permanente/Placer,"3,016",,,F,
2014-10,Placer,Managed Care,Out of County Plan,896,,,F,
2014-10,Plumas,Fee-for-Service,Fee-for-Service,"2,013",,,F,
2014-10,Plumas,Managed Care,Anthem Blue Cross Partnership Plan/Plumas,"1,635",,,F,
2014-10,Plumas,Managed Care,California Health and Wellness Plan/Plumas,"1,513",,,F,
2014-10,Plumas,Managed Care,Out of County Plan,71,,,F,
2014-10,Riverside,Fee-for-Service,Fee-for-Service,"189,916",,,F,
2014-10,Riverside,Managed Care,Inland Empire Health Plan (CMC)/Riverside,"4,372",,,F,
2014-10,Riverside,Managed Care,Inland Empire Health Plan/Riverside,"451,193",,,F,
2014-10,Riverside,Managed Care,InnovAge PACE/Riverside,16,,,F,
2014-10,Riverside,Managed Care,Molina Healthcare of California (CMC)/Riverside,"1,911",,,F,
2014-10,Riverside,Managed Care,Molina Healthcare of California/Riverside,"65,079",,,F,
2014-10,Riverside,Managed Care,Out of County Plan,"6,064",,,F,
2014-10,Riverside,Managed Care,SCAN Health Plan/Riverside,"1,786",,,F,
2014-10,STATEWIDE,STATEWIDE,STATEWIDE,"11,900,455",,Statewide Total by MOE,F,
2014-10,Sacramento,Fee-for-Service,Fee-for-Service,"126,563",,,F,
2014-10,Sacramento,Managed Care,Anthem Blue Cross/Sacramento,"139,131",,,F,
2014-10,Sacramento,Managed Care,Health Net Community Solutions/Sacramento,"113,373",,,F,
2014-10,Sacramento,Managed Care,Kaiser Permanente/Sacramento,"61,449",,,F,
2014-10,Sacramento,Managed Care,Molina Healthcare of California/Sacramento,"50,736",,,F,
2014-10,Sacramento,Managed Care,Out of County Plan,"3,254",,,F,
2014-10,Sacramento,Managed Care,Sutter SeniorCare/Sacramento,264,,,F,
2014-10,San Benito,Fee-for-Service,Fee-for-Service,"9,362",,,F,
2014-10,San Benito,Managed Care,Anthem Blue Cross/San Benito,"6,631",,,F,
2014-10,San Benito,Managed Care,Out of County Plan,286,,,F,
2014-10,San Bernardino,Fee-for-Service,Fee-for-Service,"208,763",,,F,
2014-10,San Bernardino,Managed Care,Inland Empire Health Plan (CMC)/San Bernardino,"4,094",,,F,
2014-10,San Bernardino,Managed Care,Inland Empire Health Plan/San Bernardino,"478,778",,,F,
2014-10,San Bernardino,Managed Care,InnovAge PACE/San Bernardino,42,,,F,
2014-10,San Bernardino,Managed Care,Molina Healthcare of California (CMC)/San Bernardino,"1,838",,,F,
2014-10,San Bernardino,Managed Care,Molina Healthcare of California/San Bernardino,"78,360",,,F,
2014-10,San Bernardino,Managed Care,Out of County Plan,"6,802",,,F,
2014-10,San Bernardino,Managed Care,SCAN Health Plan/San Bernardino,"1,144",,,F,
2014-10,San Diego,Fee-for-Service,Fee-for-Service,"223,964",,,F,
2014-10,San Diego,Managed Care,Blue Shield of California Promise (CMC)/San Diego,"1,640",,,F,
2014-10,San Diego,Managed Care,Blue Shield of California Promise/San Diego,"58,228",,,F,
2014-10,San Diego,Managed Care,Community Health Group (CMC)/San Diego,"3,212",,,F,
2014-10,San Diego,Managed Care,Community Health Group/San Diego,"216,704",,,F,
2014-10,San Diego,Managed Care,Health Net Community Solutions (CMC)/San Diego,"2,056",,,F,
2014-10,San Diego,Managed Care,Health Net Community Solutions/San Diego,"57,157",,,F,
2014-10,San Diego,Managed Care,Kaiser Permanente/San Diego,"38,234",,,F,
2014-10,San Diego,Managed Care,Molina Healthcare of California (CMC)/San Diego,"2,350",,,F,
2014-10,San Diego,Managed Care,Molina Healthcare of California/San Diego,"152,247",,,F,
2014-10,San Diego,Managed Care,Out of County Plan,"2,175",,,F,
2014-10,San Diego,Managed Care,St. Paul's PACE/San Diego,401,,,F,
2014-10,San Francisco,Fee-for-Service,Fee-for-Service,"76,407",,,F,
2014-10,San Francisco,Managed Care,Anthem Blue Cross/San Francisco,"21,210",,,F,
2014-10,San Francisco,Managed Care,ONLOK Senior Health Services/San Francisco,932,,,F,
2014-10,San Francisco,Managed Care,Out of County Plan,"2,088",,,F,
2014-10,San Francisco,Managed Care,San Francisco Health Plan/San Francisco,"112,504",,,F,
2014-10,San Joaquin,Fee-for-Service,Fee-for-Service,"64,924",,,F,
2014-10,San Joaquin,Managed Care,Health Net Community Solutions/San Joaquin,"19,614",,,F,
2014-10,San Joaquin,Managed Care,Health Plan of San Joaquin/San Joaquin,"182,261",,,F,
2014-10,San Joaquin,Managed Care,Health Plan of San Joaquin/Stanislaus,90,,,F,
2014-10,San Joaquin,Managed Care,Out of County Plan,"1,143",,,F,
2014-10,San Luis Obispo,Fee-for-Service,Fee-for-Service,"7,677",,,F,
2014-10,San Luis Obispo,Managed Care,CenCal Health/San Luis Obispo,"47,084",,,F,
2014-10,San Luis Obispo,Managed Care,Out of County Plan,517,,,F,
2014-10,San Mateo,Fee-for-Service,Fee-for-Service,"31,167",,,F,
2014-10,San Mateo,Managed Care,Health Plan of San Mateo (CMC)/San Mateo,"2,644",,,F,
2014-10,San Mateo,Managed Care,Health Plan of San Mateo/San Mateo,"105,458",,,F,
2014-10,San Mateo,Managed Care,Out of County Plan,"1,190",,,F,
2014-10,Santa Barbara,Fee-for-Service,Fee-for-Service,"24,513",,,F,
2014-10,Santa Barbara,Managed Care,CenCal Health/Santa Barbara,"97,077",,,F,
2014-10,Santa Barbara,Managed Care,Out of County Plan,807,,,F,
2014-10,Santa Clara,Fee-for-Service,Fee-for-Service,"126,708",,,F,
2014-10,Santa Clara,Managed Care,Anthem Blue Cross/Santa Clara,"56,801",,,F,
2014-10,Santa Clara,Managed Care,ONLOK Lifeways/Santa Clara,192,,,F,
2014-10,Santa Clara,Managed Care,Out of County Plan,"2,055",,,F,
2014-10,Santa Clara,Managed Care,Santa Clara Family Health Plan/Santa Clara,"210,819",,,F,
2014-10,Santa Cruz,Fee-for-Service,Fee-for-Service,"10,573",,,F,
2014-10,Santa Cruz,Managed Care,Central California Alliance for Health/Santa Cruz,"58,485",,,F,
2014-10,Santa Cruz,Managed Care,Out of County Plan,916,,,F,
2014-10,Shasta,Fee-for-Service,Fee-for-Service,"5,035",,,F,
2014-10,Shasta,Managed Care,Out of County Plan,473,,,F,
2014-10,Shasta,Managed Care,Partnership Health Plan of California/Shasta,"55,361",,,F,
2014-10,Sierra,Fee-for-Service,Fee-for-Service,282,,,F,
2014-10,Sierra,Managed Care,Anthem Blue Cross Partnership Plan/Sierra,275,,,F,
2014-10,Sierra,Managed Care,California Health and Wellness Plan/Sierra,201,,,F,
2014-10,Sierra,Managed Care,Out of County Plan,12,,,F,
2014-10,Siskiyou,Fee-for-Service,Fee-for-Service,"1,414",,,F,
2014-10,Siskiyou,Managed Care,Out of County Plan,243,,,F,
2014-10,Siskiyou,Managed Care,Partnership Health Plan of California/Siskiyou,"14,461",,,F,
2014-10,Solano,Fee-for-Service,Fee-for-Service,"12,493",,,F,
2014-10,Solano,Managed Care,Out of County Plan,"1,198",,,F,
2014-10,Solano,Managed Care,Partnership Health Plan of California/Solano,"94,903",,,F,
2014-10,Sonoma,Fee-for-Service,Fee-for-Service,"16,679",,,F,
2014-10,Sonoma,Managed Care,Out of County Plan,863,,,F,
2014-10,Sonoma,Managed Care,Partnership Health Plan of California/Sonoma,"96,222",,,F,
2014-10,Stanislaus,Fee-for-Service,Fee-for-Service,"50,148",,,F,
2014-10,Stanislaus,Managed Care,Health Net Community Solutions/Stanislaus,"71,053",,,F,
2014-10,Stanislaus,Managed Care,Health Plan of San Joaquin/Stanislaus,"87,666",,,F,
2014-10,Stanislaus,Managed Care,Out of County Plan,"1,466",,,F,
2014-10,Sutter,Fee-for-Service,Fee-for-Service,"12,015",,,F,
2014-10,Sutter,Managed Care,Anthem Blue Cross Partnership Plan/Sutter,"15,264",,,F,
2014-10,Sutter,Managed Care,California Health and Wellness Plan/Sutter,"9,851",,,F,
2014-10,Sutter,Managed Care,Out of County Plan,285,,,F,
2014-10,Tehama,Fee-for-Service,Fee-for-Service,"8,824",,,F,
2014-10,Tehama,Managed Care,Anthem Blue Cross Partnership Plan/Tehama,"7,624",,,F,
2014-10,Tehama,Managed Care,California Health and Wellness Plan/Tehama,"8,549",,,F,
2014-10,Tehama,Managed Care,Out of County Plan,455,,,F,
2014-10,Trinity,Fee-for-Service,Fee-for-Service,460,,,F,
2014-10,Trinity,Managed Care,Out of County Plan,144,,,F,
2014-10,Trinity,Managed Care,Partnership Health Plan of California/Trinity,"3,942",,,F,
2014-10,Tulare,Fee-for-Service,Fee-for-Service,"57,233",,,F,
2014-10,Tulare,Managed Care,Anthem Blue Cross/Tulare,"83,615",,,F,
2014-10,Tulare,Managed Care,Health Net Community Solutions/Tulare,"89,143",,,F,
2014-10,Tulare,Managed Care,Out of County Plan,941,,,F,
2014-10,Tuolumne,Fee-for-Service,Fee-for-Service,"4,339",,,F,
2014-10,Tuolumne,Managed Care,Anthem Blue Cross Partnership Plan/Tuolumne,"3,687",,,F,
2014-10,Tuolumne,Managed Care,California Health and Wellness Plan/Tuolumne,"5,308",,,F,
2014-10,Tuolumne,Managed Care,Out of County Plan,140,,,F,
2014-10,Ventura,Fee-for-Service,Fee-for-Service,"34,340",,,F,
2014-10,Ventura,Managed Care,Gold Coast Health Plan/Ventura,"168,673",,,F,
2014-10,Ventura,Managed Care,Out of County Plan,"1,013",,,F,
2014-10,Yolo,Fee-for-Service,Fee-for-Service,"7,522",,,F,
2014-10,Yolo,Managed Care,Out of County Plan,533,,,F,
2014-10,Yolo,Managed Care,Partnership Health Plan of California/Yolo,"42,878",,,F,
2014-10,Yuba,Fee-for-Service,Fee-for-Service,"10,241",,,F,
2014-10,Yuba,Managed Care,Anthem Blue Cross Partnership Plan/Yuba,"10,357",,,F,
2014-10,Yuba,Managed Care,California Health and Wellness Plan/Yuba,"7,524",,,F,
2014-10,Yuba,Managed Care,Out of County Plan,235,,,F,
2014-09,Alameda,Fee-for-Service,Fee-for-Service,"120,306",,,F,
2014-09,Alameda,Managed Care,Alameda Alliance for Health/Alameda,"210,384",,,F,
2014-09,Alameda,Managed Care,Anthem Blue Cross Partnership Plan/Alameda,"58,422",,,F,
2014-09,Alameda,Managed Care,Center for Elders Independence/Alameda,551,,,F,
2014-09,Alameda,Managed Care,ONLOK Senior Health Services/Alameda,170,,,F,
2014-09,Alameda,Managed Care,Out of County Plan,"3,249",,,F,
2014-09,Alpine,Fee-for-Service,Fee-for-Service,121,,,F,
2014-09,Alpine,Managed Care,Anthem Blue Cross Partnership Plan/Alpine,128,,,F,
2014-09,Alpine,Managed Care,California Health and Wellness Plan/Alpine,113,,,F,
2014-09,Alpine,Managed Care,Out of County Plan,6,,,F,
2014-09,Amador,Fee-for-Service,Fee-for-Service,"2,254",,,F,
2014-09,Amador,Managed Care,Anthem Blue Cross Partnership Plan/Amador,"3,809",,,F,
2014-09,Amador,Managed Care,California Health and Wellness Plan/Amador,"1,136",,,F,
2014-09,Amador,Managed Care,Kaiser Permanente/Amador,34,,,F,
2014-09,Amador,Managed Care,Out of County Plan,58,,,F,
2014-09,Butte,Fee-for-Service,Fee-for-Service,"27,354",,,F,
2014-09,Butte,Managed Care,Anthem Blue Cross Partnership Plan/Butte,"21,716",,,F,
2014-09,Butte,Managed Care,California Health and Wellness Plan/Butte,"26,271",,,F,
2014-09,Butte,Managed Care,Out of County Plan,568,,,F,
2014-09,Calaveras,Fee-for-Service,Fee-for-Service,"3,596",,,F,
2014-09,Calaveras,Managed Care,Anthem Blue Cross/Calaveras,"2,546",,,F,
2014-09,Calaveras,Managed Care,California Health and Wellness Plan/Calaveras,"4,672",,,F,
2014-09,Calaveras,Managed Care,Out of County Plan,108,,,F,
2014-09,Colusa,Fee-for-Service,Fee-for-Service,"2,638",,,F,
2014-09,Colusa,Managed Care,Anthem Blue Cross Partnership Plan/Colusa,"3,281",,,F,
2014-09,Colusa,Managed Care,California Health and Wellness Plan/Colusa,"1,949",,,F,
2014-09,Colusa,Managed Care,Out of County Plan,76,,,F,
2014-09,Contra Costa,Fee-for-Service,Fee-for-Service,"78,585",,,F,
2014-09,Contra Costa,Managed Care,Anthem Blue Cross/Contra Costa,"21,270",,,F,
